,tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,date,category_raw,category,complaint_category_raw
548,545972,246933,True,Sat Dec 02 17:05:55 +0000 2017,"@Delta If a person boards early do to a surgery, &amp; ur staff says they are going to help him-Don't ignore him, like u did my husband. A Man started serving first class drinks &amp; ignored my husband's request for help. I guess drinks are more important? #MSP to #MCO this AM. #delta",545971,,2017-12-02,complaint,bad flight experience,Category: Bad Flight Experience.
549,547234,247290,True,Sat Dec 02 17:43:07 +0000 2017,I'm running late please don't leave me @DELTA PLEAASSSSEEEEEEEE!!!!!,547233,,2017-12-02,category: complaint,flight delays,Category: Flight Delays
551,547205,247284,True,Sat Dec 02 17:53:46 +0000 2017,@DELTA why does it take 2 hours to speak to a rep .. I want to see if I can get on earlier flight standby,547203,,2017-12-02,complaint,flight booking problems,Flight Booking Problems
552,547216,247285,True,Sat Dec 02 17:54:19 +0000 2017,@32823 @Delta Wow. One of the worst customer service experiences I’ve ever had to endure.  Your Customer Service team needs a serious overhaul and re-training.  Investing in it just makes good business sense.  It’s clear you’re not doing so.,547212,,2017-12-02,complaint,poor customer service,Category: Poor Customer Service
553,547219,247286,True,Sat Dec 02 17:39:06 +0000 2017,@Delta flight 1528 my in seat video screen keep crashing and seat 2B and 2C are stuck in recline.  #Disappointed for all this money in first class... https://t.co/ZVPSfgDbXC,547218,,2017-12-02,complaint,bad flight experience,Category: Bad Flight Experience.
554,547223,247287,True,Sat Dec 02 17:43:33 +0000 2017,"@Delta I booked three flights months ago and made sure my wife, daughter and I were sitting together. Today I log in to your app and we’re sitting apart on all three flights and cannot change. What gives?",547220,,2017-12-02,complaint,flight booking problems,Flight Booking Problems
555,547226,247288,True,Sat Dec 02 17:47:10 +0000 2017,My @Delta flight just got moved up two hours and they have an hour and have wait time for the phone. This trip is starting out great.,"547225,547227",,2017-12-02,complaint,flight booking problems,Category: Flight Booking Problems
558,544607,132237,True,Sat Dec 02 16:48:51 +0000 2017,"I love you @Delta but this is now the 4th flight in a row with inoperable wifi, and now I can't even get anyone the phone.",544605,,2017-12-02,complaint,bad flight experience,Category: Bad Flight Experience.
559,544604,246544,True,Sat Dec 02 16:54:49 +0000 2017,@Delta I have called twice about my baggage that was delayed and supposed to be delivered this morning with no updates or answers. Please DM for help,544603,,2017-12-02,complaint,lost/damaged luggage,Lost/Damaged Luggage
564,541681,245695,True,Sat Dec 02 15:42:20 +0000 2017,@Delta received a call this morning that my bag was ready for pickup but now they cant find it. Tag DL843196. Please help,541680,,2017-12-02,complaint,lost/damaged luggage,Lost/Damaged Luggage.
565,541683,245696,True,Sat Dec 02 15:07:28 +0000 2017,@Delta Your flight crew was half an hour late and now we’ve been boarded &amp; sitting for half an hour. Scheduled to arrive at DTW 10 minutes after my connection begins boarding. Starting to get annoyed...,541682,,2017-12-02,complaint,flight delays,Category: Flight Delays
567,543152,246126,True,Sat Dec 02 13:42:18 +0000 2017,@delta tsa blocking sky priority line.   Help.  #missing flight,543151,,2017-12-02,complaint,flight delays,Category: Flight Delays
572,543166,246131,True,Sat Dec 02 16:03:27 +0000 2017,"@Delta New, upgraded WiFi has some bugs to be worked out — last week kept get kicked off during flight, today it wasn’t working at all; frustrating as a passenger who pays a subscription for monthly access...",543165,,2017-12-02,complaint,bad flight experience,Category: Bad Flight Experience
579,551372,248488,True,Sat Dec 02 18:53:17 +0000 2017,"Hey @Delta, this part of MSP makes me a little nervous - always a bit of a “Lord of The Flies” vibe down here. 

If you don’t hear from #PurdonNation for a while, send rescue party. https://t.co/trmMu13gxP","551371,551373,551374,551375",,2017-12-02,complaint,other,"Category: Other. 

This tweet does not seem to be a complaint about any of the airline's services or products. It is a humorous comment about a specific location in the airport."
581,551344,248481,True,Sat Dec 02 19:17:18 +0000 2017,@Delta wish Delta would waive change ticket fees for US servicemembers when we are moved to another post after ticket issue. I was charged $200,551343,,2017-12-02,complaint,flight booking problems,Flight Booking Problems
583,551355,248483,True,Sat Dec 02 19:16:45 +0000 2017,"Having quite a time with @Delta customer service. Wait more than an hour to speak w an agent. She doesn’t think she can help but when she puts me on hold again, call fails. No call back. So I’ll start again.","551353,551356",,2017-12-02,complaint,poor customer service,Poor Customer Service.
585,551361,248485,True,Sat Dec 02 19:01:14 +0000 2017,"@Delta in Canun and you cancelled my girlfriends flight for no reason thanks for nothing!!!
Rude staff, Horrible person ignoring me, unhelpful now I have to stay overnight in Atlanta terrible service.
I take several flights a year Delta are now bottom of my list.",551359,,2017-12-02,complaint,flight cancellation,"Reason for complaint: Flight Cancellation
Category: Flight Cancellation"
588,551336,248479,True,Sat Dec 02 19:14:47 +0000 2017,@Delta @824 is this really how you treat luggage that says FRAGILE? https://t.co/wyPUZ6OLUm,551334,,2017-12-02,complaint,lost/damaged luggage,Lost/Damaged Luggage.
589,552709,132237,True,Sat Dec 02 19:30:38 +0000 2017,"@Delta you need to review your partnership with gogo. They are not providing the service you believe they are. When it works it's subpar, and I'm now finding it's barely working at all. I've had multiple flight where the service is down. Make sure they aren't robbing you blind.","552710,552708",,2017-12-02,complaint,bad flight experience,Bad Flight Experience.
598,550079,248119,True,Sat Dec 02 18:33:45 +0000 2017,@Delta You have got to be kidding me with this hour wait time.,"550078,550080",,2017-12-02,complaint,poor customer service,Category: Poor Customer Service.
601,550075,248118,True,Sat Dec 02 18:33:13 +0000 2017,@Delta 2 hours to receive a call back or be on hold for two hours to change my flight tomorrow ? Wow that’s horrible customer service. Unacceptable.,"550074,550076,550077",,2017-12-02,complaint,flight booking problems,Category: Flight Booking Problems and Poor Customer Service.
603,548710,247707,True,Sat Dec 02 18:11:31 +0000 2017,@Delta do what are you going to do to make this right?,"548709,548711",,2017-12-02,complaint,other,"Category: Other. 

This tweet does not provide enough information to classify it into any of the given categories. It is a general complaint without any specific details about the issue."
608,548734,244761,True,Sat Dec 02 18:04:49 +0000 2017,What? no WiFi on this flight!!! Come on @delta,548733,,2017-12-02,complaint,bad flight experience,Bad Flight Experience.
609,550060,248113,True,Sat Dec 02 18:53:12 +0000 2017,"@Delta Hey guys, I'm seeing two charges on my account pending for one ticket.",550059,,2017-12-02,Category: Complaint,flight booking problems,Flight Booking Problems
610,550064,248114,True,Sat Dec 02 18:38:14 +0000 2017,Every time I fly @Delta they always have to announce that there is limited room/going to have to check bags. Immediately people start lining up to board the plane so they get a spot first. If my Delta Comfort+ seat doesn't have a reserved overhead we're going to have problems.,550063,,2017-12-02,complaint,bad flight experience,Category: Bad Flight Experience.
613,550073,248117,True,Sat Dec 02 18:38:01 +0000 2017,"@Delta Um, still waiting to get off our plane in Columbus, Ohio. Been sitting for over 15 minutes. What's the point of arriving early only to sit here waiting for a  jetway so we can deboard? Is this another breakdown in communication? I want off this plane! SOS!",550072,,2017-12-02,complaint,flight delays,Category: Flight Delays
615,479952,229059,True,Fri Dec 01 13:02:13 +0000 2017,@Delta bruh... https://t.co/xpSxiIA2vs,"479953,479951",,2017-12-01,complaint,other,other.
619,479010,228828,True,Fri Dec 01 12:44:50 +0000 2017,Thank you @Delta for not letting people at @122828 about the gate/terminal switch to LaGuardia. 😡 My aunt Charline and Uncle Louis missed their flight!!!! Bad business!,479007,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
620,479006,228827,True,Fri Dec 01 11:53:51 +0000 2017,@Delta not feeling sky priority is getting any priority this morning at T4 front end.,479005,,2017-12-01,complaint,flight delays,Flight Delays
621,479940,229056,True,Fri Dec 01 13:07:06 +0000 2017,@delta First time in &gt;100 flights that my KTN hasn’t registered properly in my airline’s system. Also first time I’ve flown Delta in a while. Guess I’m better off sticking with @AmericanAir,"479939,479941",,2017-12-01,complaint,flight booking problems,Flight Booking Problems
623,479947,229058,True,Fri Dec 01 13:15:00 +0000 2017,"@Delta  - on my recent eze-ATL flight, the purser said he’d issue me 30k miles on account of a broken seat and broken tv. Showed me on his device, but miles haven’t showed up. It’s been almost a week! Can you help?",479946,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
624,479949,228618,True,Fri Dec 01 13:10:52 +0000 2017,still waiting @Delta #nohelp 🖕🖕🖕 https://t.co/UpjjDng19O,479948,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service.
628,479972,229063,True,Fri Dec 01 13:00:32 +0000 2017,@Delta Stuck at PWM since 4am.  No navigation in airplane and no one knows what is going on.  Called into customer support and they are offering no help as well.,479971,,2017-12-01,complaint,flight delays,Category: Flight Delays
631,481186,229373,True,Fri Dec 01 13:34:20 +0000 2017,"Having a zillion @Delta skymiles is nice, but being able to use them would be even nicer.","481185,481187",,2017-12-01,complaint,flight booking problems,Flight Booking Problems
635,481198,229375,True,Fri Dec 01 13:42:47 +0000 2017,@delta. Could you have @13709 or whoever is in charge of maintenance fix the outlets? https://t.co/a65qflQimr,481197,,2017-12-01,complaint,other,"Category: Other. 

The tweet is not related to any of the categories mentioned. The customer is simply requesting Delta to fix the outlets."
637,481200,229375,True,Fri Dec 01 13:37:57 +0000 2017,@delta flight delayed and no charging outlets work in terminal C gate 16.  One or the other would be nice.,481199,,2017-12-01,complaint,flight delays,Category: Flight Delays
639,479003,119024,True,Fri Dec 01 12:48:10 +0000 2017,Oh @Delta...cross-terminals connection today w/ negative time from arrival &amp; boarding? Ouch! https://t.co/bBhgC8vaBC,479001,,2017-12-01,complaint,flight delays,Flight Delays
640,477200,228405,True,Fri Dec 01 10:56:16 +0000 2017,Platinum Delta member but they upgrade crew bs @Delta https://t.co/jfwIF7uxfI,477197,,2017-12-01,complaint,flight attendant complaints,Flight Attendant Complaints
642,477204,228406,True,Fri Dec 01 10:50:38 +0000 2017,"@Delta I fly to Montreal for work almost every month and my return flight has never left on time. I mean it, never. Is mainline going to take over this route when the EXJ contract ends?",477202,,2017-12-01,complaint,flight delays,Category: Flight Delays
644,476586,138977,True,Fri Dec 01 11:19:30 +0000 2017,@Delta auto check in is ridiculous and now even more confusing with delayed auto check in.  Wow. Delta really is pushing the limits of company stupidity.  What more can DL get away with !?,476585,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
649,476594,228263,True,Fri Dec 01 10:25:39 +0000 2017,The 5:20a @Delta to ATL should be illegal. ✈️ MSP-ATL-OKC 😴 I have no one to blame but myself.,476593,,2017-12-01,complaint,flight delays,Category: Flight Delays
656,478193,228613,True,Fri Dec 01 12:19:40 +0000 2017,@Delta  gave me a buncha shit at the gate  I️ love you but you gotta do better,478192,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
657,478197,228614,True,Fri Dec 01 11:43:29 +0000 2017,"Fuck me up, @Delta. https://t.co/NqszEf5CXA",478196,,2017-12-01,complaint,other,Category: Other.
658,478199,228615,True,Fri Dec 01 12:07:22 +0000 2017,EVERY time I fly @Delta something always goes wrong.,478198,,2017-12-01,complaint,bad flight experience,Bad Flight Experience
659,478202,228616,True,Fri Dec 01 12:06:24 +0000 2017,"@Delta When you have 15 empty seats in economy comfort, maybe upgrade people. Especially is you’re medallion status. #noperks",478200,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
661,478209,228618,True,Fri Dec 01 11:55:23 +0000 2017,Should have expected this crud out of @Delta. what's worse the hour delay on the tarmac or the rude ass flight attendant that woke me up?? @Delta #whatsworse,478208,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
666,478226,228624,True,Fri Dec 01 11:40:52 +0000 2017,@Delta 4 upcoming flights &amp; suddenly I am not able to switch my seat on any. And 1 flight Suddenly me +husband separated. ?? (Using app),478225,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
669,481217,229381,True,Fri Dec 01 13:29:44 +0000 2017,Will never fly @Delta again. Flight delayed over 5 hours after just traveling a red eye. Just get me home!!!!!,481216,,2017-12-01,complaint,flight delays,Category: Flight Delays
670,488951,231438,True,Fri Dec 01 15:43:46 +0000 2017,When catering doesn’t include enough of each type of meal. Hot meal vs Cheerios. @delta.  At least I get the smell of bacon.,488950,,2017-12-01,complaint,bad flight experience,Bad Flight Experience.
674,487043,230898,True,Fri Dec 01 15:43:21 +0000 2017,"After 20 minutes, two representatives, and more verbal repetition of my itinerary than I care to relive, @AmericanAir was incapable of checking my companion (with a ticket) in for our 7:30 AM flight. @Delta I miss you - operate more directs out of DCA &lt;3","487042,487044",,2017-12-01,complaint,poor customer service,Poor Customer Service
675,488927,231430,True,Fri Dec 01 16:26:19 +0000 2017,When @Delta keeps changing my mom and I’s flights without notifying us ☹️ you’re going to ruin our Hawaii vacation 😡,488926,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
680,488947,231436,True,Fri Dec 01 16:07:25 +0000 2017,@Delta I have sky miles with you and recent trip shows 0 miles and NO response from customer service.,488946,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
682,488954,231439,True,Fri Dec 01 16:02:26 +0000 2017,"Thanks @Delta for making this a faaaaaaaaaannnn-fricken-tactic day for me. Since your app can’t seem to work, I got to walk all the way back across your terminal with a broken foot just to “attempt” to get my boarding passes. Don’t worry, I’ll handle it since your airline can’t.",488952,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service.
684,488956,139911,True,Fri Dec 01 15:42:22 +0000 2017,@Delta why is this old plane still even in your fleet? Tray table is broken. Guy behind me has to POUND on his screen to get it to work. And this is JFK - LAX 😡😡 https://t.co/mkQTCtrZ3y,488955,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
685,490823,231923,True,Fri Dec 01 16:55:29 +0000 2017,@Delta In the Terminal E Sky Lounge at TPA.  Can’t someone empty the trash? https://t.co/RIsoYhc1Zr,490822,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service.
687,490827,231924,True,Fri Dec 01 16:48:14 +0000 2017,@Delta Feeling like I've wasted my time trying to book flights on https://t.co/sDe8152w9d...page continues to crash while searching for flights. Not a great system for booking if a customer cannot even get to the flight choices,490826,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
689,490835,231926,True,Fri Dec 01 16:42:00 +0000 2017,@Delta just boarded a plane in FC to find a nasty pillow. Can’t do any better that this? #gross https://t.co/FHatpZEsMG,490834,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
690,490843,231927,True,Fri Dec 01 16:40:08 +0000 2017,@Delta got diverted from Asheville to Greenville. Beautiful scenery but not the Ville we were supposed to be at. https://t.co/Iiz3Wbrdxp,490842,,2017-12-01,complaint,flight delays,Category: Flight Delays.
693,471667,227316,True,Fri Dec 01 08:55:22 +0000 2017,@227317 what we doing here boo? We riding out this b????!?My shit getting ready to expire and @AmericanAir has been letting me down for years. What’s up @Delta #downwithnunnsinceday1,471665,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
696,487012,230889,True,Fri Dec 01 15:49:43 +0000 2017,Every time I fly @Delta my flight is delayed. Never fails,"487011,487013",,2017-12-01,complaint,flight delays,Category: Flight Delays
697,481220,229382,True,Fri Dec 01 13:27:28 +0000 2017,@Delta Ughhhhh got stuck in the back row of the plane and there’s a nauseous bathroom chemical smell. I don’t know if I can take this for 5:30 hours! 🤢,481218,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
699,482548,229767,True,Fri Dec 01 14:15:43 +0000 2017,@Delta I had to cancel a flight a couple days ago conf HM4ECO and was told I’d get email letting me know refund status. No email. Please advise. Thank you.,"482547,482549",,2017-12-01,complaint,flight cancellation,Category: Flight Cancellation
704,482564,229771,True,Fri Dec 01 14:05:05 +0000 2017,@Delta Sky Priority boarding at Toronto Pearson for flt. 6220. Might want to look into a better system https://t.co/ji6i3ky6lJ,482563,,2017-12-01,complaint,poor customer service,Poor Customer Service.
712,484051,210424,True,Fri Dec 01 14:44:59 +0000 2017,"After a horrible experience using the @Delta app to check in, I don’t even wanna fly with them. I wish i could book my own work trips",484050,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
717,485588,230525,True,Fri Dec 01 15:22:12 +0000 2017,Hey @Delta wassup with this delay? Over an hour plus my friends and I are still waiting to get off the ground.,485586,,2017-12-01,complaint,flight delays,Category: Flight Delays
718,485595,230526,True,Fri Dec 01 15:21:37 +0000 2017,TWICE Trying to book flight @Delta online. Went all the way thru to payment only to get a Start Over error message. Now on hold with #CustomerService forever! Whats going on over there?! (Anyone know how much @22362 private jet charges?!),485593,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
719,485599,230527,True,Fri Dec 01 15:14:20 +0000 2017,I can promise you this will be  the last time i fly @Delta . I fly at least once a month and this is by far the most inconsiderate and rude flight attendant I’ve had. customer service 👎🏽 #DeltaAirlines #CustomerExperience,485597,,2017-12-01,complaint,flight attendant complaints,Category: Flight Attendant Complaints
721,487000,230885,True,Fri Dec 01 15:50:36 +0000 2017,"Looks like my first time flying @delta will be my last time flying @delta. Gate agents were nice. But their ticketing, seat assignment, and boarding procedures are the worst of any airline I have flown.","486998,487001",,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
722,487005,230886,True,Fri Dec 01 15:33:38 +0000 2017,.@824 sitting on the runway at LGA without any announcement from your team on when we are taking off. Going to PBI,487004,,2017-12-01,complaint,flight delays,Category: Flight Delays
725,471001,227141,True,Fri Dec 01 07:50:39 +0000 2017,@Delta you don’t have any contact info on your app or site for when people need to call from outside of the US. 1800 numbers don’t work. How to reach you???,"470999,471003",,2017-12-01,complaint,flight booking problems,Flight Booking Problems
726,470998,227140,True,Fri Dec 01 07:53:54 +0000 2017,"Arriving at your gate after a 6 hr flight where it feels like 3:00 am EST on PST... and the jetway breaks.  

#GetMeOuttaHere
#DeltaSucks
@Delta https://t.co/b0eYTiUxOb",470997,,2017-12-01,complaint,flight delays,Category: Flight Delays
728,459175,224061,True,Fri Dec 01 01:02:02 +0000 2017,@Delta Why is it that your gate staff in Fort Lauderdale gave my seat away to someone and then in flight I ask for coffee and get an attitude is this the delta way?,459174,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
732,460207,224365,True,Fri Dec 01 01:46:29 +0000 2017,"@Delta I was in the process of booking a flight on https://t.co/dNE0YoC5xx with skymiles. The flight was complex so I decided to call delta. While on hold (about 5 minutes) the required skymiles went from 50,500 miles per ticket to 60,500. Unbelievable!",460206,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
734,490857,231930,True,Fri Dec 01 16:33:27 +0000 2017,"""your estimated wait time is between 20 and 45 minutes."" This on @Delta's SkyMiles number, not the general customer service number. #fail on cs....especially since it's the 3rd time today I've had to call.",490855,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
737,460302,224371,True,Fri Dec 01 01:34:03 +0000 2017,Hey @Delta did you know if you just type https://t.co/g8GTvf2Mkc in Google Chrome from a Windows 10 PC you get a bad request message? https://t.co/tcdbhW6vrJ,"460301,460303",,2017-12-01,complaint,other,"Category: Other. 

This tweet is not related to any of the categories mentioned above. The customer is reporting a technical issue with accessing Delta's website from a specific browser and operating system."
740,460310,224374,True,Fri Dec 01 00:40:17 +0000 2017,"2/They have name of guy who jabbed me-anything being done?I got off the plane the head flight attendant didnt tell me I could file a complaint! So @Delta= Get hit,sit next to the guy scared for 4+hours bc flight attendant didnt understand the words ""he hit me"". #Delta #Assault https://t.co/CjOdyDUADw",460308,,2017-12-01,complaint,flight attendant complaints,Flight Attendant Complaints
742,460314,224376,True,Fri Dec 01 01:24:05 +0000 2017,"@Delta forget the warm wet towels, can we get some sanitation wipes for the trays? 😷 #notmycrumbs https://t.co/rVkI9ZjDwv",460313,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
743,461695,224683,True,Fri Dec 01 02:23:18 +0000 2017,@Delta your check in procedure and efficiency at PVG is the worst I have ever seen in 30 years of travel with your airline.,461694,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
744,461697,224684,True,Fri Dec 01 02:19:53 +0000 2017,"@Delta, I’ve been held up boarding at least twice recently because some of your agents don’t know that a NEXUS card is valid documentation for flights to Canada; both times they had to call a manager to get a simple “yes”. Including it in passport training might help avoid this.",461696,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
748,461705,224688,True,Fri Dec 01 02:15:20 +0000 2017,@Delta service agents provided me with worst customer service mislead me now I landed without my bag with guaranteed I would have it I will MOY fly #delta again,461704,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service and Lost/Damaged Luggage.
749,461707,224689,True,Fri Dec 01 02:07:14 +0000 2017,@delta waited me for the cabin crew on DL3466.  Must be working with @AmericanAir to schedule.    I may walk if this takes any longer.,461706,,2017-12-01,complaint,flight delays,Flight Delays
750,461709,224690,True,Fri Dec 01 02:03:06 +0000 2017,@Delta my friend @21310 needed a kind voice not a claim # and a dismissal when she sent her daughter back to school on your airline after attending their son and brothers funeral and your employees robbed her bag. #MakesNoSense #LookingForHumanity #SheDeservesAnApology,461708,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage
754,459165,224058,True,Fri Dec 01 01:12:21 +0000 2017,"Flying First Class with @Delta, They cancel and rebook my flight with a completely different itinerary and all I receive is an automated email, what type of service is that????? Should have stuck with @JetBlue.",459163,,2017-12-01,complaint,flight cancellation,Flight Cancellation
757,1023115,224688,True,Fri Dec 01 01:39:57 +0000 2017,@delta worst customer service ever! I moved my flight up and the agent 100% assured me my already checked bag would be on my new flight! #wrong #delta had to pay $75 for flight change &amp; #Delta won’t reimburse me!!!  Do NOT fly @Delta,1023113,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service.
759,456879,223460,True,Fri Dec 01 00:09:32 +0000 2017,"@Delta I’ve been an incredibly loyal customer of yours for the last 10 years. Medallion status, maybe I’ve booked 1 flight on alt airline in last decade and I work for one of your biggest clients in the world. After tonight, will never fly on your planes again. Only unhelpful.",456877,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
760,456881,223461,True,Fri Dec 01 00:18:01 +0000 2017,"@AmericanAir - pay to change to an earlier flight, 2 notifications of delay, puts me @ my org. dep. time. No refund? Where is @Delta when you need them","456880,456882,456883,456884",,2017-12-01,complaint,flight delays,Category: Flight Delays
761,456887,223462,True,Fri Dec 01 00:14:39 +0000 2017,"Man. Never fails. @Delta out of Detroit equals baggage issues.

""Is there REALLY? anything in your bag you need sir? You can come back at 10:45pm or we can get it to you NLT 6 hours after it arrives.""

Yeah. I kinda need my luggage. Didn't pack it just for giggles.","456885,456889",,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
762,456891,223463,True,Fri Dec 01 00:15:31 +0000 2017,@Delta been sitting on the runway for almost an hour in CLT because you lost our flight attendants bag. How are you addressing that?,456890,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage.
765,456903,223467,True,Fri Dec 01 00:03:28 +0000 2017,After years of my loyaly to @Delta it’s time to say goodbye because @Delta does not return the loyalty to customers. My experience this morning in Singapore is the last straw.,456902,,2017-12-01,complaint,poor customer service,Poor Customer Service.
767,458108,223762,True,Fri Dec 01 00:26:35 +0000 2017,"Thank you @Delta for making me wait 25 minutes, putting me back on hold to find an answer, then hanging up on me without answering my question",458107,,2017-12-01,complaint,poor customer service,Category: Poor Customer Service
769,458110,223763,True,Fri Dec 01 00:54:23 +0000 2017,Dozens of seats open on an earlier flight. Just trying to get home for bedtimes after a week at Mayo. @Delta insisted on $75pp to fly 2 hrs earlier. Crazy! Disappointing!,458109,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
770,458113,223764,True,Fri Dec 01 00:51:33 +0000 2017,"Hey @140508 &amp; @Delta,
 Wouldn’t this fall under bad customer service? I’ve tried booking this flight three times today, with three different price changes AFTER I select the flight on both the app and website. #justwanttoflyhome https://t.co/dhbGz3Yn2X",458111,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems.
777,458135,223772,True,Fri Dec 01 00:31:06 +0000 2017,What’s the point of arriving early if you sit on the runway for 30 minutes? ✈️ please turn the Gogo in flight WiFi service back on while we wait @Delta,458134,,2017-12-01,complaint,flight delays,Category: Flight Delays
778,458137,223773,True,Fri Dec 01 00:28:25 +0000 2017,Thanks @Delta flight DL1578 for no inflight WiFi. Got charged twice for WiFi on my flight to DC and no wifi when I need it on my way home,"458136,458138",,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience
780,462696,224974,True,Fri Dec 01 02:27:53 +0000 2017,"@Delta another SkyMiles devaluation? You should rename the program SkyPesos.   What a ridiculous slap in the face for your  so called ""loyalty"" program",462695,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
786,467628,226310,True,Fri Dec 01 04:48:27 +0000 2017,@Delta when did you change lounge access at Haneda to business class only?  A real slap in the face to Platinum Elite and especially Delta Reserve card holders.  Also as a business class passenger (and Diamond Medallion member) on business travel with a Plat. And Reserve it sucks,467627,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
789,468402,140969,True,Fri Dec 01 05:55:01 +0000 2017,"bruh this is the most hot airplane I’ve ever been on in my life @Delta, I wasn’t ready",468401,,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
790,469020,226524,True,Fri Dec 01 06:31:04 +0000 2017,"Cont: @Delta transferred me to another agent. She offered to waive fee, would not do companion upgrade. I asked to undo my upgrade and put me in comfort + next to minor daughter. I WAS CHARGED A FEE TO DOWNGRADE to a lower cabin. Reason/excuse: computer #deltagold",469018,,2017-12-01,complaint,flight booking problems,Category: Flight Booking Problems
791,469023,226673,True,Fri Dec 01 06:45:45 +0000 2017,@Delta been sitting on the runway at @118580 for 40 minutes after landing. The captain said we were early which was a lie. Now there’s a plane in the way that no one knows where it’s supposed to go. What the f—-,"469022,469024",,2017-12-01,complaint,flight delays,Category: Flight Delays
800,470328,221368,True,Fri Dec 01 03:41:11 +0000 2017,"Final @Delta tweet: The only thing worse than your customer service on the ground and over the phone today was the plate of food I was served disguised as ""pasta primavera."" Get out of here with that. https://t.co/NlLEieH73Z","470329,470330,470327,470331,470332",,2017-12-01,complaint,bad flight experience,Category: Bad Flight Experience.
801,470334,226977,True,Fri Dec 01 00:45:54 +0000 2017,"@Delta, normally I love flying with you, but I’m extremely upset at how your team acted tonight. A team-member unapologetically snatched my bag out of my hands after I was told to wait to see if there was space overhead. There was. I said no and I feel violated. I’m not alone.","470333,470335",,2017-12-01,complaint,flight attendant complaints,Category: Flight Attendant Complaints.
804,470989,227136,True,Fri Dec 01 08:06:05 +0000 2017,Legit spent an hour at a gate in sf waiting for a jetway @Delta 🙄 inflate the slides and let us out!,470986,,2017-12-01,complaint,flight delays,Flight Delays
806,470994,227138,True,Fri Dec 01 07:56:10 +0000 2017,@Delta stuck on a plane at the gate at SFO for an hour with no real plan to get off bc broken jetway #freeflightDL496,470993,,2017-12-01,complaint,flight delays,Category: Flight Delays
811,464494,225450,True,Fri Dec 01 03:37:56 +0000 2017,"Been over 20 minutes waiting for my bags at Boston Logan @Delta, tsk tsk",464493,,2017-12-01,complaint,lost/damaged luggage,Lost/Damaged Luggage
814,462940,225018,True,Fri Dec 01 02:32:34 +0000 2017,Tonight I was reminded why I only ever fly @SouthwestAir . Take notes @Delta . ✈️,"462939,462941",,2017-12-01,complaint,bad flight experience,Bad Flight Experience.
815,463603,225222,True,Fri Dec 01 03:16:02 +0000 2017,@Delta @824 33-55min wait time when I need an immediate response NOW since at airport?? wth Delta.,463602,,2017-12-01,complaint,poor customer service,Poor Customer Service.
817,463607,225224,True,Fri Dec 01 03:14:36 +0000 2017,"When @Delta upgraded me to an exit row, I was stoked. When I realized the seat didn't recline, not so much. Shoulda told me that when you offered me the seat.","463606,463608",,2017-12-01,complaint,bad flight experience,Bad Flight Experience.
818,463612,225225,True,Fri Dec 01 03:03:14 +0000 2017,Any suggestions for when 4 separate @Delta booking agents provide false information around which you base your holiday travel plans? Only to later be stuck without flights? @Delta this is unacceptable.,463611,,2017-12-01,complaint,flight booking problems,Flight Booking Problems
